signal
-0.004171
0.008248
-0.069133
0.00379
-0.040473
-0.042066
-0.016272
-0.028054
-0.00035
-0.049708
-0.006082
-0.023596
-0.037289
-0.022004
-0.039518
-0.019138
-0.046524
-0.043658
-0.028054
-0.044295
-0.025188
-0.011814
-0.013087
-0.015635
-0.02073
-0.030283
-0.000987
0.022896
-0.040155
-0.015635
-0.012769
0.02003
-0.051619
-0.019138
-0.022004
-0.012769
-0.033786
-0.019456
-0.054166
-0.062764
-0.017864
-0.013724
-0.025825
-0.049708
-0.005126
-0.018183
-0.028691
-0.013087
-0.023914
-0.024233
-0.033786
-0.007992
-0.004171
-0.004171
-0.007674
-0.033468
0.002198
-0.002897
-0.006719
-0.031557
-0.016272
-0.005126
-0.034105
-0.022641
0.010796
-0.034423
0.009203
-0.028691
-0.029646
-0.012769
-0.014998
-0.023278
-0.014043
-0.013087
-0.023278
0.012069
-0.007037
0.009203
-0.031875
0.026081
-0.000031399
-0.027417
-0.006719
-0.014361
0.023215
-0.058943
-0.015953
0.000605
-0.028373
-0.025188
-0.000987
0.007293
-0.032831
-0.04111
-0.007037
0.006019
-0.024233
-0.033149
-0.005763
-0.01659
-0.01468
-0.022004
-0.018183
-0.045887
-0.035378
-0.037607
-0.040792
0.002198
-0.05544
-0.011177
0.00379
-0.045887
-0.061172
-0.072318
0.01812
-0.065949
-0.045887
0.000605
-0.017864
-0.057032
-0.072318
-0.002897
-0.100022
-0.027736
-0.060854
-0.023278
-0.077413
-0.058306
-0.055759
-0.070088
-0.059898
-0.065312
-0.04111
-0.080279
-0.050664
-0.050345
-0.0513
-0.027417
-0.047798
-0.019138
-0.096201
-0.054485
-0.06977
-0.039518
-0.052256
-0.015317
-0.013406
-0.049071
-0.040473
-0.049708
-0.062127
-0.072318
-0.04939
-0.031875
-0.044613
-0.062127
-0.053848
-0.031557
-0.042066
-0.022959
-0.024551
-0.033786
-0.054485
-0.050664
-0.069452
-0.080915
-0.059261
-0.011177
-0.032831
-0.0513
-0.041747
-0.027417
-0.048434
-0.058943
-0.025188
-0.042384
-0.044295
-0.042066
-0.06563
-0.070088
-0.034105
-0.044295
-0.044932
-0.061491
-0.02678
-0.029646
-0.042384
-0.057032
-0.035378
-0.050345
-0.045568
-0.029328
-0.035697
-0.044932
-0.055759
-0.012769
-0.036971
-0.053211
-0.026144
-0.050664
-0.049708
-0.06977
-0.027736
-0.041747
-0.079323
-0.039518
-0.046205
-0.036971
-0.050664
-0.029646
-0.019775
-0.032194
-0.028373
-0.048753
-0.049708
-0.031557
-0.035378
-0.028054
-0.056714
-0.070725
-0.07582
-0.035697
-0.084418
-0.053529
-0.071681
-0.036971
-0.057351
-0.056714
-0.028373
-0.04939
-0.026144
-0.062764
-0.06372
-0.068496
-0.064038
-0.072954
-0.08601
-0.056077
-0.04939
-0.052574
-0.046524
-0.053848
-0.046524
-0.042702
-0.05958
-0.053529
-0.042066
-0.022004
-0.043658
-0.068178
-0.053848
-0.057669
-0.038881
-0.044932
-0.042384
-0.034423
-0.012451
-0.048116
-0.057351
-0.038563
-0.036015
-0.045887
-0.050345
-0.090469
-0.014361
-0.0392
-0.017864
-0.034423
-0.080279
-0.014998
-0.033468
-0.020093
-0.04525
-0.037926
-0.029328
-0.034741
-0.027417
-0.036971
-0.043021
-0.047161
-0.063083
-0.064993
-0.045568
-0.038244
-0.014043
-0.01468
-0.08824
-0.044932
0.000605
-0.023278
-0.024233
-0.032831
-0.005126
-0.01054
-0.025188
-0.050982
-0.018183
-0.027099
-0.050664
-0.017864
-0.047798
-0.031875
-0.016909
0.004745
-0.051937
-0.033786
-0.00035
-0.035378
-0.043976
-0.052893
0.013662
-0.066267
-0.02487
-0.019138
-0.046205
-0.066586
-0.037607
0.02003
-0.038244
0.012069
-0.011177
0.006019
-0.008948
0.005064
-0.010858
-0.056714
-0.013406
-0.044932
0.002198
-0.061172
-0.012132
-0.0064
-0.060535
-0.03506
-0.029328
-0.047161
-0.007674
-0.039837
-0.028691
-0.048434
-0.021049
-0.034105
-0.022004
-0.034741
-0.007674
-0.003534
-0.017227
-0.032512
-0.01054
-0.037607
-0.0392
-0.046205
-0.034741
-0.023914
-0.021049
-0.021049
-0.038563
-0.027736
-0.019138
-0.011177
0.003471
-0.05958
0.018757
-0.030602
0.019075
-0.03506
-0.028373
-0.005126
-0.047798
0.00379
-0.014361
-0.008948
-0.022641
-0.025188
0.016846
-0.012769
-0.014361
-0.023914
-0.009903
-0.038563
-0.037926
0.019075
-0.00449
-0.031239
-0.009585
0.029584
-0.01468
-0.010222
-0.02678
0.008248
-0.036971
-0.032512
0.006019
-0.012451
-0.012451
0.011751
-0.029965
-0.044295
-0.02487
-0.048434
-0.045887
-0.006082
0.001561
-0.038881
0.024807
-0.072318
-0.02901
-0.070088
-0.053529
-0.058943
-0.035697
-0.037926
-0.029646
-0.039518
-0.023278
-0.06563
-0.046205
-0.040792
-0.07996
-0.056395
-0.017546
-0.077731
-0.074228
-0.072636
-0.025188
-0.056395
-0.083145
-0.0513
-0.03092
-0.048434
-0.047479
-0.023914
-0.032194
-0.06563
-0.045887
-0.04939
-0.057988
-0.047798
-0.031239
-0.059261
-0.059898
-0.015317
-0.067859
-0.033149
-0.077094
-0.023914
-0.081234
-0.064038
-0.012769
-0.057669
-0.0841
-0.022959
-0.028373
-0.066267
-0.069452
-0.038244
-0.038563
-0.057988
-0.016272
-0.042384
-0.029965
-0.046842
-0.048434
-0.054485
-0.028373
-0.060217
-0.033149
-0.051619
-0.054166
-0.038881
-0.036652
-0.050664
-0.038881
-0.01468
-0.04111
-0.040473
-0.054485
-0.03092
-0.034423
-0.046524
-0.053848
-0.047798
-0.02901
-0.036971
-0.056077
-0.068178
-0.022322
-0.000668
-0.050982
-0.065949
-0.033468
-0.019456
-0.054485
-0.053211
-0.041429
-0.02901
-0.04111
-0.066586
-0.066586
-0.050664
-0.036652
-0.014998
-0.039518
-0.027099
-0.02487
-0.012451
-0.051937
-0.025507
-0.040155
-0.032194
-0.053848
-0.037607
-0.048116
-0.051619
-0.003534
-0.054803
-0.070725
-0.057988
-0.047479
-0.051619
-0.083463
-0.096837
-0.02901
-0.048753
-0.070088
-0.038563
-0.04111
-0.048434
-0.064356
-0.046205
-0.010222
-0.073591
-0.062127
-0.015317
-0.066267
-0.073591
-0.053211
-0.025825
-0.09429
-0.048116
-0.035378
-0.029965
-0.066904
-0.05958
-0.054803
-0.038244
-0.070725
-0.051937
-0.067222
-0.033468
-0.054166
-0.051619
-0.048434
-0.053529
-0.047161
-0.022322
-0.0513
-0.038244
-0.029646
-0.011177
-0.021049
-0.025188
-0.000031399
-0.042384
-0.017864
-0.027099
-0.076139
-0.008629
