worn,platform RMS,platform kur,platform fft total,platform rsf1,platform rsf2
0,0.141158478,4.023229942,1.77482634,0.079869669,0.134795199
0,0.153175297,3.997512943,2.753961818,0.085338392,0.115543337
0,0.158104179,3.993917309,2.851445348,0.080288253,0.112903845
0,0.152803498,3.936963858,2.4625194,0.043390525,0.110616794
0,0.152056196,3.950008934,2.396767899,0.044434716,0.107310832
0,0.144524476,4.007343451,1.963972231,0.042539137,0.115770493
0,0.139938718,3.977000096,1.919020041,0.043163197,0.107182452
0,0.147500104,4.12571316,1.655674121,0.038369262,0.105047699
0,0.139761888,3.963840804,1.590982347,0.041736883,0.102626432
0,0.146489734,4.18151171,1.446265796,0.038151348,0.104200525
0,0.143475802,4.052759328,1.443038055,0.03988109,0.101496353
0,0.140018553,4.012770655,2.018195732,0.043856652,0.107990929
0,0.141838554,3.95274871,2.166989673,0.044652779,0.111960208
0,0.152112874,3.914285,2.814935662,0.04574067,0.120191782
0,0.157107634,3.964038674,2.869338392,0.047791002,0.112547774
0,0.151384984,3.882938132,2.410881503,0.039103839,0.134452719
0,0.150139177,3.922160587,2.454674387,0.044221786,0.122859208
0,0.141479106,3.923724535,2.041096523,0.041596201,0.139052352
0,0.14025577,3.948096161,1.990155996,0.046173325,0.129859752
0,0.145703449,4.109146821,1.751684748,0.042428651,0.137320763
0,0.141094747,4.007003408,1.636381216,0.039713536,0.116222195
0,0.144322469,4.153581621,1.601979968,0.038814553,0.127975704
0,0.140671896,4.072053024,1.553957623,0.039633865,0.122008798
0,0.140841704,3.977632868,1.594047031,0.041848561,0.118415372
0,0.13849636,4.060188699,1.672859711,0.044745913,0.116980024
0,0.139753722,4.085273453,2.077746613,0.045760746,0.127568673
0,0.140818589,4.078674172,2.178272896,0.043922355,0.110476673
0,0.153602735,4.084980981,2.715617019,0.044810204,0.117935073
0,0.157274184,4.034219664,2.796172534,0.04642777,0.110777066
0,0.153646394,3.961392924,2.499646694,0.042058834,0.161175304
0,0.153829101,3.921192363,2.549553819,0.047613839,0.149140475
0,0.144919251,3.92493483,2.131677777,0.046042506,0.154276247
0,0.142466164,3.970510131,2.09646263,0.048655724,0.154351557
0,0.147314448,4.099585594,1.752266724,0.044688844,0.146655726
0,0.140765183,3.940106662,1.696128246,0.046771933,0.136339257
0,0.146182033,4.098337931,1.602845309,0.037783035,0.136448773
0,0.141183814,3.958092912,1.586400855,0.042653959,0.126299919
0,0.144376077,4.086091667,1.651535376,0.044358335,0.139038901
0,0.142830998,4.034167473,1.77855195,0.047208131,0.134688535
0,0.142258145,4.037512184,2.140133528,0.040881956,0.126675403
0,0.144868485,3.883237895,2.297180236,0.051054832,0.12792271
0,0.153709544,4.00317491,2.801009277,0.045202357,0.137490203
0,0.157609483,3.958260684,2.943941063,0.051144716,0.137879254
0,0.152518049,3.925188701,2.599229903,0.041856972,0.155366217
0,0.150189392,3.897587965,2.582131012,0.045622836,0.155829535
0,0.144109303,4.07988135,1.734285683,0.032656626,0.129659186
0,0.137653853,3.860011505,1.792696446,0.040581785,0.142926398
0,0.145848407,4.058264793,1.606402237,0.038160684,0.147554025
0,0.140199693,4.054196428,1.634081746,0.0428134,0.151991976
5,0.201767926,3.519667966,2.264377728,0.099031506,0.080999148
5,0.196995462,3.573361706,2.273091645,0.104896618,0.08109366
5,0.204345959,3.41987255,1.991711303,0.096280092,0.076696756
5,0.199216029,3.627789499,2.01455821,0.096367247,0.072396533
5,0.198008675,3.521616965,3.006115971,0.075433348,0.075601616
5,0.198227706,3.457423299,3.140738434,0.082270218,0.075544496
5,0.219552839,3.382766034,3.960580314,0.060667584,0.078157911
5,0.225215011,3.341403877,4.132410896,0.074525002,0.078366548
5,0.196091744,3.450864715,2.785415319,0.078829893,0.08245161
5,0.192359604,3.36699775,2.756859861,0.074115637,0.07549559
5,0.215798743,3.652884883,2.092609321,0.069184947,0.074341561
5,0.207438816,3.546871076,2.09792989,0.074808661,0.079107493
5,0.209002617,3.437856299,2.354031704,0.07057221,0.074071926
5,0.208600724,3.587919018,2.487667167,0.069598556,0.073556177
5,0.214766868,3.608623282,3.179367559,0.071355635,0.082877121
5,0.213142745,3.588036134,3.274038071,0.06713333,0.073724135
5,0.23435612,3.586208514,4.215981197,0.067301558,0.080212677
5,0.245795994,3.592485017,4.364452101,0.071555289,0.074847417
5,0.206476804,3.383882583,3.555119473,0.087168271,0.081668219
5,0.210373648,3.447375989,3.491570546,0.086875696,0.090601042
5,0.19398445,3.346209393,2.828942346,0.071697097,0.074119167
5,0.20118791,3.665211776,2.782235792,0.079893432,0.078008697
5,0.21520104,3.567354445,2.298775512,0.07558493,0.070208347
5,0.206167968,3.613745291,2.281690377,0.079639427,0.075943497
5,0.217687208,3.506785798,2.08269398,0.071897111,0.079855709
5,0.208983631,3.617321331,2.084898708,0.078773658,0.079365538
5,0.211299462,3.528414255,2.408249175,0.066980224,0.069157562
5,0.210780753,3.592139249,2.496713923,0.072255207,0.068114044
5,0.206652716,3.503374931,3.092718882,0.065234537,0.06577362
5,0.207858479,3.504010841,3.231235419,0.07069876,0.071222243
5,0.222970636,3.515638605,4.147881531,0.067063296,0.078422739
5,0.231721407,3.471695151,4.252005765,0.06931508,0.079281302
5,0.207622084,3.380001278,3.596807114,0.081301568,0.084318439
5,0.207373985,3.426745742,3.479073394,0.088149594,0.081184783
5,0.200488731,3.504695024,2.842569931,0.079152427,0.084266408
5,0.197658693,3.621911752,2.852047095,0.083499394,0.085300093
5,0.20797684,3.459626535,2.29192665,0.078950638,0.077485366
5,0.199210436,3.496482403,2.231815535,0.071436091,0.077785735
5,0.212781493,3.618618475,2.084860207,0.07188895,0.072898863
5,0.212272306,3.579557513,2.122912494,0.078099121,0.075819355
5,0.205666143,3.444784057,2.353847515,0.06315917,0.071740525
5,0.208128671,3.562233785,2.464968218,0.064898906,0.073683276
5,0.19881135,3.447290874,3.021446234,0.069576203,0.069896944
5,0.207957743,3.506843801,3.25891432,0.069060131,0.067133732
5,0.215832165,3.369393135,4.03494122,0.065746016,0.070800127
5,0.224775165,3.42561911,4.173898599,0.072783268,0.080484537
5,0.201015022,3.269714222,3.589447233,0.086609445,0.088297505
5,0.204245272,3.285743327,3.543146237,0.085398072,0.077889331
5,0.198943015,3.505965534,2.837325565,0.079721492,0.080615612
5,0.196705108,3.51156526,2.837046871,0.076316025,0.084177855
5,0.20691338,3.516424284,2.279488751,0.075291601,0.075453894
5,0.201428479,3.594154312,2.304712491,0.075795722,0.07609743
5,0.211659355,3.403057944,2.054341988,0.070195963,0.070564119
5,0.211769987,3.607147522,2.117451572,0.070995384,0.06674314
5,0.219467815,3.568548612,2.430012876,0.069650751,0.064130202
5,0.212451457,3.763811935,2.516154915,0.068968268,0.073988853
5,0.20004538,3.491455611,3.08041725,0.068946302,0.073828474
5,0.213317924,3.723967946,3.277530566,0.064818391,0.077130728
5,0.220893656,3.454722613,4.082470599,0.074971833,0.066703111
5,0.217783865,3.312813224,4.197456526,0.07116916,0.074451111
0,0.137019242,3.897089087,1.846767438,0.07198328,0.164952872
0,0.133034455,3.918047434,1.820850631,0.077580638,0.159011175
0,0.142143496,3.901408855,1.63159213,0.069800249,0.159378357
0,0.137329734,3.849115669,1.655210673,0.077871888,0.160600904
0,0.144736571,3.980345884,1.635002954,0.069998452,0.165046184
0,0.137833846,3.898040808,1.582822782,0.073228232,0.165057868
0,0.140237771,3.804156812,1.623446916,0.064691166,0.170781242
0,0.140744137,3.875017445,1.622528515,0.067364424,0.160525515
0,0.13415499,3.827042205,1.813304267,0.057453572,0.170022292
0,0.133552036,3.868131396,1.816525187,0.057713075,0.163850539
0,0.144507359,3.944082642,2.160725823,0.052124608,0.170695677
0,0.136597104,3.967878055,2.102534065,0.052479602,0.151213885
0,0.14530179,3.824594463,2.260907444,0.059217341,0.205758286
0,0.144463555,3.830712795,2.168984109,0.06157906,0.196506385
0,0.151153178,3.904855043,1.808775534,0.058411173,0.191544839
0,0.147480927,3.822311545,1.780805902,0.061797489,0.19660048
0,0.15720132,3.87711432,1.715737731,0.055397489,0.197138497
0,0.148420717,3.781334734,1.673527629,0.056074166,0.191449158
0,0.150956727,3.848607027,1.741624796,0.051286791,0.194918966
0,0.147650742,3.942680295,1.751892456,0.052223669,0.200392686
0,0.148628795,3.813159646,1.959270208,0.047083608,0.194691042
0,0.144647492,3.753369816,1.955769278,0.047150181,0.19550729
0,0.154817125,3.929855938,2.279887617,0.041052126,0.204687828
0,0.147444217,3.934676876,2.305490224,0.04705436,0.201311967
0,0.14526334,3.971068433,2.61684099,0.067078558,0.201470753
0,0.143844494,4.015678321,2.653328623,0.07664944,0.209707363
0,0.147233895,3.96007841,2.301487265,0.068531318,0.204892957
0,0.141851638,3.943100061,2.29786238,0.071606097,0.200920316
0,0.153102435,3.917318306,1.966965925,0.063192675,0.20150749
0,0.151244311,3.867032571,2.035129248,0.067803677,0.203816776
0,0.150550645,4.026917461,2.334726995,0.053450262,0.205956231
0,0.145238883,3.988667357,2.31880847,0.061889246,0.204182569
0,0.159642781,4.079129112,2.678872422,0.048499771,0.199600219
0,0.149269357,4.116802996,2.656280146,0.050258065,0.198051133
0,0.152500624,3.957758149,2.671498259,0.056507278,0.173066207
0,0.147670144,3.881885832,2.591144553,0.062881085,0.184493688
0,0.162281485,3.934707986,2.078871579,0.061252298,0.186102903
0,0.151994313,3.860907593,2.062492628,0.062857977,0.18230846
0,0.155899019,4.021412831,1.956694825,0.052683401,0.180192259
0,0.153330631,3.823270945,1.967136159,0.057834329,0.180155402
0,0.164598639,3.960264468,1.965655248,0.05782389,0.186604386
0,0.155586877,3.93268879,1.893531439,0.06161122,0.184322394
0,0.153707953,3.939890129,2.222858432,0.049426674,0.188477812
0,0.148253821,3.978052519,2.311071111,0.05695853,0.192419839
0,0.164933002,4.041140137,2.665792259,0.044534819,0.175721263
0,0.155631432,4.034566744,2.706209177,0.048908607,0.183937149
0,0.15432897,3.859898877,2.761398519,0.055024906,0.183367153
0,0.14803019,3.921163311,2.615333026,0.062112016,0.184234656
0,0.152093807,3.925462791,2.367183857,0.059120906,0.187153557
0,0.148577583,3.87058938,2.353808541,0.065905866,0.187928732
0,0.162031345,3.973446523,2.139709596,0.054688283,0.186205693
0,0.155205998,3.908996698,2.084357198,0.060851266,0.183279466
0,0.166632726,3.963286675,2.008052274,0.057824282,0.191904923
0,0.158839437,3.895528127,1.937002738,0.059417377,0.186409443
0,0.156559631,3.974305749,1.975953151,0.051857056,0.182706235
0,0.154305208,3.803868806,1.990607433,0.054037069,0.189046159
0,0.153117262,3.987866657,2.323712601,0.049465999,0.192900756
0,0.150715972,3.865471189,2.376361188,0.054627993,0.197593826
0,0.167304852,3.976767415,2.779255343,0.051099428,0.187899246
0,0.155368724,4.000283021,2.760009891,0.04769174,0.188593405
5,0.170226015,3.647552098,3.171274995,0.080830424,0.050280063
5,0.162708057,3.565130819,2.990434024,0.087545867,0.051763297
5,0.166197774,3.609666897,2.632490726,0.06978382,0.038413416
5,0.161173504,3.521685969,2.51029296,0.07864355,0.040071685
5,0.178590744,3.695807723,2.219192931,0.0645678,0.044140529
5,0.171648242,3.649350532,2.159608187,0.079105529,0.051763275
5,0.186530645,3.599295518,2.065501176,0.066763641,0.047179467
5,0.178523516,3.653474404,2.006427126,0.075116875,0.050938495
5,0.16846515,3.625417123,2.2198645,0.059461509,0.050179534
5,0.163766996,3.589572677,2.299170463,0.073520952,0.050721368
5,0.167739066,3.647477765,2.65770059,0.065757461,0.062033098
5,0.157177672,3.76509525,2.691204423,0.068612408,0.059117441
5,0.181766556,3.773235625,3.26474642,0.049032637,0.053275194
