signal
-0.106072
-0.070407
-0.062446
-0.100659
-0.051619
-0.060854
-0.04525
-0.028373
-0.095882
-0.06563
-0.053848
-0.071999
-0.064038
-0.101933
-0.079323
-0.073273
-0.011177
-0.061172
-0.06372
-0.072954
-0.047479
-0.036015
-0.02901
-0.106709
-0.098748
0.000924
-0.102888
-0.052256
-0.052893
-0.141101
0.059836
-0.123268
-0.030602
-0.043339
-0.02901
-0.038881
-0.077413
-0.034423
-0.105117
-0.012769
-0.099703
-0.068178
0.024489
-0.118173
0.084037
-0.015317
-0.06977
0.008567
-0.049071
-0.057351
-0.011495
-0.057032
-0.068815
-0.006082
0.014935
0.010796
-0.033786
-0.036652
-0.028373
-0.017227
-0.030283
0.013343
-0.084737
-0.032194
0.026718
-0.073273
-0.014998
-0.009585
0.012069
0.012388
-0.049708
-0.009585
0.016846
-0.066586
0.053467
0.016528
-0.066267
0.017164
-0.013724
0.001242
-0.006082
-0.010858
-0.017546
0.02831
-0.030602
0.040729
0.01398
-0.036652
-0.020412
-0.036334
-0.010858
-0.027099
0.021941
-0.019775
-0.003534
0.04869
-0.058306
0.026399
-0.032831
-0.008948
0.043913
-0.050664
0.056651
-0.044295
0.002835
0.049645
-0.040792
0.028628
-0.06563
-0.006719
-0.002579
-0.000031399
0.017801
-0.005445
-0.019456
-0.050027
0.012069
-0.008948
-0.040792
0.021304
-0.041429
-0.011177
0.00793
0.001561
-0.017864
-0.000987
-0.038881
-0.071681
0.039774
-0.058625
0.001879
-0.003534
-0.05544
-0.036652
-0.006082
-0.050345
-0.019138
-0.038563
-0.027099
-0.071362
-0.070088
-0.008948
-0.071362
0.004108
-0.059898
-0.091742
-0.039518
-0.073591
-0.042066
-0.056395
-0.048753
-0.050027
-0.072318
-0.045887
-0.06372
-0.019775
-0.065949
-0.079642
-0.039518
-0.071044
-0.057669
-0.045568
-0.034741
-0.058306
-0.060535
-0.079005
-0.038563
-0.047161
-0.057351
-0.046205
-0.052256
-0.056714
-0.063083
-0.057988
-0.050345
-0.048753
-0.05544
-0.060535
-0.074228
-0.025825
-0.047479
-0.052256
-0.050345
-0.056077
-0.057988
-0.045568
-0.037926
-0.038244
-0.047798
-0.042384
-0.060854
-0.061172
-0.044932
-0.0513
-0.031239
-0.043021
-0.032831
-0.043021
-0.056077
-0.038881
-0.051937
-0.045568
-0.048434
-0.042384
-0.037607
-0.043021
-0.046205
-0.038563
-0.036971
-0.05958
-0.049708
-0.045887
-0.026144
-0.032831
-0.020412
-0.049708
-0.035697
-0.050664
-0.056077
-0.013087
-0.045887
-0.042702
-0.042384
-0.0392
-0.022641
-0.054166
-0.028373
-0.047479
-0.050982
-0.027417
-0.044613
-0.036652
-0.040792
-0.034105
-0.038563
-0.043339
-0.03092
-0.059898
-0.045887
-0.047479
-0.033468
-0.026462
-0.057988
-0.007674
-0.048753
-0.043339
-0.034105
-0.040792
-0.047479
-0.035697
-0.026144
-0.048434
-0.037926
-0.0513
-0.035697
-0.053211
-0.041429
-0.036015
-0.024233
-0.042702
-0.064675
-0.014043
-0.046842
-0.066904
-0.034423
-0.063083
-0.042384
-0.050345
-0.053211
-0.04525
-0.027417
-0.052574
-0.06372
-0.025188
-0.054803
-0.053848
-0.039837
-0.048434
-0.053211
-0.052893
-0.04111
-0.038244
-0.04939
-0.068815
-0.04111
-0.052893
-0.090469
-0.038244
-0.046842
-0.076776
-0.013406
-0.083145
-0.058943
-0.064993
-0.086647
-0.0513
-0.060854
-0.082826
-0.033786
-0.076139
-0.053529
-0.054166
-0.067859
-0.070407
-0.093335
-0.095564
-0.054485
-0.053211
-0.044295
-0.06372
-0.062764
-0.035697
-0.0841
-0.082508
-0.085692
-0.061809
-0.076776
-0.085692
-0.03092
-0.074547
-0.04525
-0.039837
-0.06563
-0.02487
-0.087921
-0.050664
-0.015635
-0.131866
-0.019138
-0.080597
-0.077731
-0.022004
-0.090469
-0.003853
-0.090787
0.010159
-0.05958
-0.050982
-0.05958
-0.034741
-0.01659
-0.115307
0.002835
-0.051619
-0.086647
0.036589
-0.083781
0.011751
-0.025188
-0.091742
0.007611
-0.022004
-0.091106
0.028947
-0.059898
-0.042066
0.010159
-0.015635
-0.061809
0.00793
-0.02678
-0.036015
0.006019
-0.011814
-0.010222
-0.025825
-0.055122
-0.001624
-0.01659
-0.013087
-0.013406
-0.017227
-0.040792
0.047098
-0.00449
-0.071362
0.044232
0.012388
-0.04525
0.004745
-0.034423
-0.020093
-0.019775
0.0385
-0.026462
0.00793
-0.031875
0.077668
-0.011814
-0.044613
0.009522
-0.0064
0.010477
0.029584
-0.028373
0.025125
-0.071044
0.074484
-0.014043
-0.050664
0.027036
-0.00035
0.005701
0.040729
0.009203
-0.033468
0.015572
-0.047479
0.02417
-0.069133
0.002835
0.048053
-0.028691
0.015254
0.014617
0.029584
-0.009903
-0.053211
0.01398
-0.034423
-0.01659
0.02417
-0.048434
0.027036
-0.015953
0.022896
-0.07391
0.043913
-0.013406
-0.050345
-0.005445
-0.006719
-0.014043
-0.003216
-0.041747
-0.005126
-0.018183
-0.053529
-0.027736
-0.005126
-0.047798
-0.026462
-0.047161
-0.043021
-0.062764
-0.037926
-0.021685
-0.044613
-0.048434
-0.084418
-0.027417
-0.032512
-0.063083
-0.038244
-0.071362
-0.043021
-0.044295
-0.056077
-0.053848
-0.046842
-0.053211
-0.042702
-0.056395
-0.075502
-0.033149
-0.035378
-0.050345
-0.070725
-0.047798
-0.045887
-0.060217
-0.053211
-0.043658
-0.056077
-0.051937
-0.046205
-0.053211
-0.053848
-0.045568
